CPU Name,Cores,CPU Mark -,Thread Mark -,TDP (W) -,Socket,Category
Intel Celeron 877 @ 1.40GHz,2,642,627,17,BGA1023,Laptop
Intel Celeron 887 @ 1.50GHz,2,727,694,17,BGA1023,Laptop
Intel Celeron 900 @ 2.20GHz,1,404,847,34.8,PGA478,Laptop
Intel Celeron 925 @ 2.30GHz,1,444,846,35,Unknown,Laptop
Intel Celeron @ 1.30GHz,1,548,611,NA,Unknown,Unknown
Intel Celeron B710 @ 1.60GHz,1,106,101,35,rPGA988B,Laptop
Intel Celeron B800 @ 1.50GHz,2,649,645,35,PGA988B,Laptop
Intel Celeron B810 @ 1.60GHz,2,775,754,35,PGA988B,Laptop
Intel Celeron B815 @ 1.60GHz,2,706,684,35,PGA988B,Laptop
Intel Celeron B820 @ 1.70GHz,2,789,745,35,PGA988B,Laptop
Intel Celeron B830 @ 1.80GHz,2,812,841,35,rPGA988B,Laptop
Intel Celeron B840 @ 1.90GHz,2,930,901,35,PGA988B,Laptop
Intel Celeron D 347 @ 3.06GHz,1,232,565,86,PLGA775,Desktop
Intel Celeron D 352 @ 3.20GHz,1,283,674,86,PLGA775,Desktop
Intel Celeron D 356 @ 3.33GHz,1,251,619,86,PLGA775,Desktop
Intel Celeron D 360 @ 3.46GHz,1,372,712,65,PLGA775,Desktop
Intel Celeron D 420 @ 1.60GHz,1,313,388,35,LGA775,Desktop
Intel Celeron E1200 @ 1.60GHz,2,492,628,65,LGA775,Desktop
Intel Celeron E1400 @ 2.00GHz,2,671,746,65,LGA775,Desktop
Intel Celeron E1500 @ 2.20GHz,2,649,785,65,LGA775,Desktop
Intel Celeron E1600 @ 2.40GHz,2,712,877,65,LGA775,Desktop
Intel Celeron E3200 @ 2.40GHz,2,860,992,65,LGA775,Desktop
Intel Celeron E3300 @ 2.50GHz,2,837,"1,042",65,LGA775,Desktop
Intel Celeron E3400 @ 2.60GHz,2,810,997,65,LGA775,Desktop
Intel Celeron E3500 @ 2.70GHz,2,935,"1,154",65,LGA775,Desktop
Intel Celeron G1101 @ 2.27GHz,2,"1,086",929,73,FCLGA1156,Desktop
Intel Celeron G1610 @ 2.60GHz,2,"1,475","1,356",55,FCLGA1155,Desktop
Intel Celeron G1610T @ 2.30GHz,2,"1,334","1,211",35,LGA1155,Desktop
Intel Celeron G1620 @ 2.70GHz,2,"1,466","1,407",55,FCLGA1155,Desktop
Intel Celeron G1620T @ 2.40GHz,2,"1,507","1,321",35,LGA1155,Desktop
Intel Celeron G1630 @ 2.80GHz,2,"1,707","1,553",55,FCLGA1155,Desktop
Intel Celeron G1820 @ 2.70GHz,2,"1,670","1,520",53,FCLGA1150,Desktop
Intel Celeron G1820T @ 2.40GHz,2,"1,614","1,396",35,LGA1150,Desktop
Intel Celeron G1820TE @ 2.20GHz,2,"1,115",728,35,LGA1150,Desktop
Intel Celeron G1830 @ 2.80GHz,2,"1,560","1,513",53,LGA1150,Desktop
Intel Celeron G1840 @ 2.80GHz,2,"1,758","1,612",53,FCLGA1150,Desktop
Intel Celeron G1840T @ 2.50GHz,2,"1,576","1,431",35,LGA1150,Desktop
Intel Celeron G1850 @ 2.90GHz,2,"1,926","1,695",54,FCLGA1150,Desktop
Intel Celeron G3900 @ 2.80GHz,2,"2,210","1,718",51,FCLGA1151,Desktop
Intel Celeron G3900E @ 2.40GHz,2,"2,034","1,499",35,FCBGA1440,Laptop
Intel Celeron G3900T @ 2.60GHz,2,"2,085","1,549",35,Unknown,Desktop
Intel Celeron G3900TE @ 2.30GHz,2,"1,850","1,402",35,FCLGA1151,Laptop
Intel Celeron G3920 @ 2.90GHz,2,"2,310","1,740",51,FCLGA1151,Desktop
Intel Celeron G3930 @ 2.90GHz,2,"2,270","1,794",51,FCLGA1151,Desktop
Intel Celeron G3930T @ 2.70GHz,2,"2,109","1,650",35,FCLGA1151,Desktop
Intel Celeron G3930TE @ 2.70GHz,2,"2,218","1,706",35,FCLGA1151,Desktop
Intel Celeron G3950 @ 3.00GHz,2,"2,369","1,811",51,FCLGA1151,Desktop
Intel Celeron G440 @ 1.60GHz,1,426,739,35,LGA1155,Desktop
Intel Celeron G460 @ 1.80GHz,1,494,720,35,LGA1155,Desktop
Intel Celeron G465 @ 1.90GHz,1,480,739,35,LGA1155,Desktop
Intel Celeron G470 @ 2.00GHz,1,691,937,35,LGA1155,Desktop
Intel Celeron G4900 @ 3.10GHz,2,"2,448","1,914",54,FCLGA1151-2,Desktop
Intel Celeron G4900T @ 2.90GHz,2,"2,403","1,789",35,FCLGA1151-2,Desktop
Intel Celeron G4920 @ 3.20GHz,2,"2,406","1,965",54,FCLGA1151-2,Desktop
Intel Celeron G4930 @ 3.20GHz,2,"2,571","1,999",54,FCLGA1151-2,Desktop
Intel Celeron G4930T @ 3.00GHz,2,"2,209","1,742",35,FCLGA1151,Desktop
Intel Celeron G4950 @ 3.30GHz,2,"2,714","2,041",54,FCLGA1151,Desktop
Intel Celeron G530 @ 2.40GHz,2,"1,096","1,078",65,LGA1155,Desktop
Intel Celeron G530T @ 2.00GHz,2,"1,056",962,35,LGA1155,Desktop
Intel Celeron G540 @ 2.50GHz,2,"1,110","1,131",65,LGA1155,Desktop
Intel Celeron G540T @ 2.10GHz,2,"1,174",972,35,LGA1155,Desktop
Intel Celeron G550 @ 2.60GHz,2,"1,200","1,192",65,LGA1155,Desktop
Intel Celeron G550T @ 2.20GHz,2,"1,102","1,026",35,LGA1155,Desktop
Intel Celeron G555 @ 2.70GHz,2,"1,268","1,275",65,LGA1155,Desktop
Intel Celeron G5900 @ 3.40GHz,2,"2,790","2,150",58,FCLGA1200,Desktop
Intel Celeron G5900T @ 3.20GHz,2,"2,648","2,041",35,FCLGA1200,Desktop
Intel Celeron G5905 @ 3.50GHz,2,"2,868","2,202",58,FCLGA1200,Desktop
Intel Celeron G5905T @ 3.30GHz,2,"2,310","1,996",35,FCLGA1200,Desktop
Intel Celeron G5920 @ 3.50GHz,2,"2,482","2,151",58,FCLGA1200,Desktop
Intel Celeron G5925 @ 3.60GHz,2,"2,939","2,282",58,FCLGA1200,Desktop
Intel Celeron G6900,2,"3,829","2,472",46,"LGA1700,BGA1700",Desktop
Intel Celeron J1750 @ 2.41GHz,2,595,659,10,FCBGA1170,Desktop
Intel Celeron J1800 @ 2.41GHz,2,583,662,10,FCBGA1170,Desktop
Intel Celeron J1850 @ 1.99GHz,4,942,455,10,FCBGA1170,Desktop
Intel Celeron J1900 @ 1.99GHz,4,"1,135",650,10,FCBGA1170,Desktop
Intel Celeron J3060 @ 1.60GHz,2,668,627,6,BGA1170,Desktop
Intel Celeron J3160 @ 1.60GHz,4,"1,216",594,6,BGA1170,Desktop
Intel Celeron J3355 @ 2.00GHz,2,"1,195",806,10,FCBGA1296,"Desktop, Laptop"
Intel Celeron J3455 @ 1.50GHz,4,"2,235",806,10,FCBGA1296,Desktop
Intel Celeron J3455E @ 1.50GHz,4,"2,139",837,10,FCBGA1296,Desktop
Intel Celeron J4005 @ 2.00GHz,2,"1,581","1,119",10,FCBGA1090,Desktop
Intel Celeron J4025 @ 2.00GHz,2,"1,688","1,234",10,FCBGA1090,Desktop
Intel Celeron J4105 @ 1.50GHz,4,"2,911","1,097",10,FCBGA1090,Desktop
Intel Celeron J4115 @ 1.80GHz,4,"2,706","1,069",NA,Unknown,Desktop
Intel Celeron J4125 @ 2.00GHz,4,"2,999","1,172",10,FCBGA1090,Desktop
Intel Celeron J6412 @ 2.00GHz,4,"3,891","1,357",10,FCBGA1493,Mobile/Embedded
Intel Celeron J6413 @ 1.80GHz,4,"4,075","1,601",10,FCBGA1296,Mobile/Embedded
Intel Celeron M 1.00GHz,1,149,197,NA,Unknown,Laptop
Intel Celeron M 1.30GHz,1,205,284,NA,Unknown,Laptop
Intel Celeron M 1.50GHz,1,216,280,21,"PPGA478, H-PBGA4",Laptop
Intel Celeron M 1.60GHz,1,190,433,NA,Unknown,Laptop
Intel Celeron M 1.70GHz,1,252,370,NA,Unknown,Laptop
Intel Celeron M 1300MHz,1,197,274,NA,Unknown,Laptop
Intel Celeron M 1500MHz,1,217,297,NA,Unknown,Laptop
Intel Celeron M 360 1.40GHz,1,221,305,21,"H-PBGA479, PPGA4",Laptop
Intel Celeron M 410 @ 1.46GHz,1,123,301,27,PPGA478,Laptop
Intel Celeron M 420 @ 1.60GHz,1,139,391,27,PPGA478,Laptop
Intel Celeron M 430 @ 1.73GHz,1,169,466,27,PPGA478,Laptop
Intel Celeron M 440 @ 1.86GHz,1,169,485,27,"PBGA479, PPGA478",Laptop
Intel Celeron M 443 @ 1.20GHz,1,125,288,5.5,PBGA479,Laptop
Intel Celeron M 450 @ 2.00GHz,1,230,598,27,PPGA478,Laptop
Intel Celeron M 520 @ 1.60GHz,1,215,522,30,PPGA478,Laptop
Intel Celeron M 530 @ 1.73GHz,1,307,553,30,"PBGA479, PPGA478",Laptop
Intel Celeron M 723 @ 1.20GHz,1,267,507,10,BGA956,Laptop
Intel Celeron M 900MHz,1,123,155,NA,Unknown,Laptop
Intel Celeron N2805 @ 1.46GHz,2,335,394,4.3,FCBGA1170,Laptop
Intel Celeron N2806 @ 1.60GHz,2,479,524,4.5,FCBGA1170,Laptop
Intel Celeron N2807 @ 1.58GHz,2,450,540,4.3,FCBGA1170,Laptop
Intel Celeron N2808 @ 1.58GHz,2,532,596,4.5,FCBGA1170,Laptop
Intel Celeron N2810 @ 2.00GHz,2,420,512,7.5,FCBGA1170,Laptop
Intel Celeron N2815 @ 1.86GHz,2,486,564,7.5,FCBGA1170,Laptop
Intel Celeron N2820 @ 2.13GHz,2,469,583,7.5,FCBGA1170,Laptop
Intel Celeron N2830 @ 2.16GHz,2,541,629,7.5,FCBGA1170,Laptop
Intel Celeron N2840 @ 2.16GHz,2,581,669,7,FCBGA1170,Laptop
Intel Celeron N2910 @ 1.60GHz,4,742,446,7.5,FCBGA1170,Laptop
Intel Celeron N2920 @ 1.86GHz,4,918,549,7.5,FCBGA1170,Laptop
Intel Celeron N2930 @ 1.83GHz,4,"1,003",582,7.5,FCBGA1170,Laptop
Intel Celeron N2940 @ 1.83GHz,4,"1,035",612,7.5,FCBGA1170,Laptop
Intel Celeron N3000 @ 1.04GHz,2,604,562,4,FCBGA1170,Laptop
Intel Celeron N3010 @ 1.04GHz,2,486,560,4,FCBGA1170,Laptop
Intel Celeron N3050 @ 1.60GHz,2,591,564,6,FCBGA1170,Laptop
Intel Celeron N3060 @ 1.60GHz,2,664,629,6,Unknown,Laptop
Intel Celeron N3150 @ 1.60GHz,4,"1,193",572,6,FCBGA1170,Laptop
Intel Celeron N3160 @ 1.60GHz,4,"1,154",567,6,FCBGA1170,Laptop
Intel Celeron N3350 @ 1.10GHz,2,"1,128",809,6,FCBGA1296,Laptop
Intel Celeron N3450 @ 1.10GHz,4,"1,931",762,6,FCBGA1296,Laptop
Intel Celeron N4000 @ 1.10GHz,2,"1,398","1,021",6,FCBGA1090,Laptop
Intel Celeron N4000C @ 1.10GHz,2,"1,611","1,150",6,FCBGA1090,Laptop
Intel Celeron N4020 @ 1.10GHz,2,"1,572","1,175",6,FCBGA1090,Laptop
Intel Celeron N4100 @ 1.10GHz,4,"2,453","1,011",6,FCBGA1090,Laptop
Intel Celeron N4120 @ 1.10GHz,4,"2,493","1,102",6,FCBGA1090,Laptop
Intel Celeron N4500 @ 1.10GHz,2,"1,891","1,275",6,FCBGA1338,Mobile/Embedded
Intel Celeron N4505 @ 2.00GHz,2,"2,367","1,537",10,FCBGA1338,Mobile/Embedded
Intel Celeron N5095 @ 2.00GHz,4,"4,087","1,539",15,FCBGA1338,Desktop
Intel Celeron N5095A @ 2.00GHz,4,"4,627","1,553",15,FCBGA1338,Desktop
Intel Celeron N5100 @ 1.10GHz,4,"3,165","1,380",6,FCBGA1338,Laptop
Intel Celeron N5105 @ 2.00GHz,4,"4,161","1,533",10,FCBGA1338,Mobile/Embedded
Intel Celeron N6211 @ 1.20GHz,2,"2,207","1,582",6.5,FCBGA1493,Mobile/Embedded
Intel Celeron P4500 @ 1.87GHz,2,816,707,35,PGA988A,Laptop
Intel Celeron P4505 @ 1.87GHz,2,689,820,35,BGA1288,Laptop
Intel Celeron P4600 @ 2.00GHz,2,862,812,35,PGA988A,Laptop
Intel Celeron SU2300 @ 1.20GHz,2,445,500,10,BGA956,Laptop
Intel Celeron T1600 @ 1.66GHz,2,519,628,35,Unknown,Laptop
Intel Celeron U1900 @ 1.99GHz,4,"1,028",527,NA,Unknown,Unknown
Intel Celeron U3400 @ 1.07GHz,2,473,441,18,BGA1288,Laptop
Intel Celeron U3600 @ 1.20GHz,2,560,520,18,BGA1288,Laptop
Intel Core 860 @ 2.80GHz,4,"2,754","1,142",NA,Unknown,Unknown
Intel Core Duo L2300 @ 1.50GHz,2,387,442,15,BGA479,Desktop
Intel Core Duo L2400 @ 1.66GHz,2,348,501,15,BGA479,Laptop
Intel Core Duo L2500 @ 1.83GHz,2,404,578,15,BGA479,Laptop
Intel Core Duo T2050 @ 1.60GHz,2,320,493,31,PGA478,Desktop
Intel Core Duo T2250 @ 1.73GHz,2,347,529,31,PGA478,Laptop
Intel Core Duo T2300 @ 1.66GHz,2,330,519,31,BGA479,Laptop
Intel Core Duo T2350 @ 1.86GHz,2,364,560,31,PGA478,Laptop
Intel Core Duo T2400 @ 1.83GHz,2,349,511,31,BGA479,Laptop
Intel Core Duo T2450 @ 2.00GHz,2,404,603,31,PGA478,Laptop
Intel Core Duo T2500 @ 2.00GHz,2,408,613,31,BGA479,Laptop
Intel Core Duo T2600 @ 2.16GHz,2,450,667,31,BGA479,Laptop
Intel Core Duo T2700 @ 2.33GHz,2,498,652,31,BGA479,Laptop
Intel Core Duo U2400 @ 1.06GHz,2,255,342,9,BGA479,Laptop
Intel Core Duo U2500 @ 1.20GHz,2,220,362,9,BGA479,Laptop
Intel Core i3-1000NG4 @ 1.10GHz,2,"3,912","1,912",9,BGA1526,Laptop
Intel Core i3-1005G1 @ 1.20GHz,2,"5,132","2,252",15,FCBGA1526,Laptop
Intel Core i3-10100 @ 3.60GHz,4,"8,803","2,639",65,FCLGA1200,Desktop
Intel Core i3-10100E @ 3.20GHz,4,"8,229","2,297",65,FCLGA1200,"Desktop, Mobile/Embedded"
Intel Core i3-10100F @ 3.60GHz,4,"8,856","2,604",65,FCLGA1200,Desktop
Intel Core i3-10100T @ 3.00GHz,4,"7,416","2,320",35,FCLGA1200,Laptop
Intel Core i3-10100Y @ 1.30GHz,2,"3,151","1,813",5,BGA 1528,Mobile/Embedded
Intel Core i3-10105 @ 3.70GHz,4,"8,909","2,715",65,FCLGA1200,Desktop
Intel Core i3-10105F @ 3.70GHz,4,"9,140","2,677",NA,FCLGA1200,Desktop
Intel Core i3-10105T @ 3.00GHz,4,"7,850","2,350",35,FCLGA1200,Desktop
Intel Core i3-10110U @ 2.10GHz,2,"4,015","2,269",15,FCBGA1528,Laptop
Intel Core i3-10110Y @ 1.00GHz,2,"3,278","2,093",7,UTFCBGA1377,Laptop
Intel Core i3-10300 @ 3.70GHz,4,"9,284","2,677",65,FCLGA1200,Desktop
Intel Core i3-10300T @ 3.00GHz,4,"7,780","2,316",35,FCLGA1200,Desktop
Intel Core i3-10305 @ 3.80GHz,4,"9,689","2,834",65,FCLGA1200,Desktop
Intel Core i3-10305T @ 3.00GHz,4,"8,136","2,456",35,FCLGA1200,Desktop
Intel Core i3-10320 @ 3.80GHz,4,"10,132","2,849",65,FCLGA1200,Desktop
Intel Core i3-10325 @ 3.90GHz,4,"10,347","2,913",65,FCLGA1200,Desktop
Intel Core i3-11100B @ 3.60GHz,4,"11,357","2,912",65,Unknown,Desktop
Intel Core i3-1110G4 @ 1.80GHz,2,"3,421","1,986",NA,FCBGA1598,Mobile/Embedded
Intel Core i3-1115G4 @ 3.00GHz,2,"6,277","2,697",NA,FCBGA1449,Laptop
Intel Core i3-1115G4E @ 3.00GHz,2,"5,776","2,552",15,BGA 1449,Mobile/Embedded
Intel Core i3-1115GRE @ 3.00GHz,2,"3,816","1,880",15,FCBGA1449,Mobile/Embedded
Intel Core i3-1125G4 @ 2.00GHz,4,"9,945","2,510",28,FCBGA1449,Laptop
Intel Core i3-12100,4,"14,523","3,550",60,LGA 1700,Desktop
Intel Core i3-12100F,4,"14,546","3,541",58,FCLGA1700,Server
Intel Core i3-12100T,4,"12,767","3,412",35,FCLGA1700,Desktop
Intel Core i3-12300,4,"14,955","3,673",60,LGA 1700,Desktop
Intel Core i3-2100 @ 3.10GHz,2,"1,817","1,425",65,LGA1155,Desktop
Intel Core i3-2100T @ 2.50GHz,2,"1,634","1,183",35,LGA1155,Desktop
Intel Core i3-2102 @ 3.10GHz,2,"2,029","1,400",65,FCLGA1155,Desktop
Intel Core i3-2105 @ 3.10GHz,2,"1,871","1,387",65,LGA1155,Desktop
Intel Core i3-21050 @ 3.10GHz,2,"2,193","1,429",NA,Unknown,Unknown
Intel Core i3-2120 @ 3.30GHz,2,"1,920","1,515",65,LGA1155,Desktop
Intel Core i3-2120T @ 2.60GHz,2,"1,486","1,144",35,LGA1155,Desktop
Intel Core i3-2125 @ 3.30GHz,2,"2,093","1,550",65,LGA1155,Desktop
Intel Core i3-2130 @ 3.40GHz,2,"1,986","1,557",65,LGA1155,Desktop
Intel Core i3-2140 @ 3.50GHz,2,"2,307","1,535",65,Unknown,Unknown
Intel Core i3-2310E @ 2.10GHz,2,"1,845",733,35,FCBGA1023,Laptop
Intel Core i3-2310M @ 2.10GHz,2,"1,187",940,35,BGA1023,Laptop
Intel Core i3-2312M @ 2.10GHz,2,"1,138",927,35,PGA988B,Laptop
Intel Core i3-2328M @ 2.20GHz,2,"1,221",986,35,PGA988,Laptop
Intel Core i3-2330E @ 2.20GHz,2,"1,823","1,063",35,rPGA988,Desktop
Intel Core i3-2330M @ 2.20GHz,2,"1,236",985,35,BGA1023,Laptop
Intel Core i3-2332M @ 2.20GHz,2,"1,353",936,35,rPGA988B,Laptop
Intel Core i3-2340UE @ 1.30GHz,2,976,620,17,BGA-1023,Laptop
Intel Core i3-2348M @ 2.30GHz,2,"1,259","1,038",35,rPGA988B,Laptop
Intel Core i3-2350M @ 2.30GHz,2,"1,261","1,003",35,PGA988B,Laptop
Intel Core i3-2357M @ 1.30GHz,2,824,591,17,Unknown,Laptop
Intel Core i3-2365M @ 1.40GHz,2,815,611,17,BGA1023,Laptop
Intel Core i3-2367M @ 1.40GHz,2,832,617,17,BGA1023,Laptop
Intel Core i3-2370M @ 2.40GHz,2,"1,349","1,074",35,PGA988B,Laptop
Intel Core i3-2375M @ 1.50GHz,2,894,684,17,BGA1023,Laptop
Intel Core i3-2377M @ 1.50GHz,2,845,640,17,BGA1023,Laptop
Intel Core i3-3110M @ 2.40GHz,2,"1,605","1,255",35,BGA1023,Laptop
Intel Core i3-3120M @ 2.50GHz,2,"1,636","1,268",35,PGA988,Laptop
Intel Core i3-3130M @ 2.60GHz,2,"1,824","1,067",35,BGA1023,Laptop
Intel Core i3-3210 @ 3.20GHz,2,"2,112","1,695",55,LGA1155,Desktop
Intel Core i3-3217U @ 1.80GHz,2,"1,188",910,17,BGA1023,Laptop
Intel Core i3-3217UE @ 1.60GHz,2,"1,362",711,17,BGA1023,Laptop
Intel Core i3-3220 @ 3.30GHz,2,"2,202","1,725",55,LGA1155,Desktop
Intel Core i3-3220T @ 2.80GHz,2,"1,949","1,506",35,LGA1155,Desktop
Intel Core i3-3225 @ 3.30GHz,2,"2,218","1,684",55,LGA1155,Desktop
Intel Core i3-3227U @ 1.90GHz,2,"1,248",939,17,BGA1023,Laptop
Intel Core i3-3229Y @ 1.40GHz,2,"1,004",678,13,BGA1023,Desktop
Intel Core i3-3240 @ 3.40GHz,2,"2,284","1,806",55,LGA1155,Desktop
Intel Core i3-3240T @ 2.90GHz,2,"2,000","1,532",35,LGA1155,Desktop
Intel Core i3-3245 @ 3.40GHz,2,"2,480","1,835",55,LGA1155,Desktop
Intel Core i3-3250 @ 3.50GHz,2,"2,401","1,830",55,LGA1155,Desktop
Intel Core i3-3250T @ 3.00GHz,2,"2,650","1,684",35,FCLGA1155,Desktop
Intel Core i3-330E @ 2.13GHz,2,"1,260",934,35,BGA1288,Laptop
Intel Core i3-330M @ 2.13GHz,2,"1,006",816,35,BGA1288,Laptop
Intel Core i3-330UM @ 1.20GHz,2,484,339,18,BGA1288,Laptop
Intel Core i3-350M @ 2.27GHz,2,"1,063",879,35,BGA1288,Laptop
Intel Core i3-370M @ 2.40GHz,2,"1,126",977,35,PGA988A,Laptop
Intel Core i3-380M @ 2.53GHz,2,"1,165","1,018",35,PGA988A,Laptop
Intel Core i3-380UM @ 1.33GHz,2,699,562,18,BGA1288,Laptop
Intel Core i3-390M @ 2.67GHz,2,"1,178","1,096",35,BGA1288,Laptop
Intel Core i3-4000M @ 2.40GHz,2,"1,756","1,280",37,FCPGA946,Laptop
Intel Core i3-4005U @ 1.70GHz,2,"1,633",901,15,FCBGA1168,Laptop
Intel Core i3-4010U @ 1.70GHz,2,"1,642",904,15,BGA1168,Laptop
Intel Core i3-4010Y @ 1.30GHz,2,"1,350",744,11.5,BGA1168,Desktop
Intel Core i3-4012Y @ 1.50GHz,2,"1,229",698,11.5,FCBGA1168,Laptop
Intel Core i3-4020Y @ 1.50GHz,2,"1,447",796,11.5,BGA1168,Desktop
Intel Core i3-4025U @ 1.90GHz,2,"1,974","1,100",15,FCBGA1168,Laptop
Intel Core i3-4030U @ 1.90GHz,2,"1,874","1,025",15,FCBGA1168,Laptop
Intel Core i3-4030Y @ 1.60GHz,2,"1,654",901,11.5,FCBGA1168,Laptop
Intel Core i3-4100E @ 2.40GHz,2,"1,848","1,390",37,FCBGA1364,Mobile/Embedded
Intel Core i3-4100M @ 2.50GHz,2,"2,447","1,366",37,FCPGA946,Laptop
Intel Core i3-4110M @ 2.60GHz,2,"2,678","1,389",37,FCPGA946,Laptop
Intel Core i3-4110U @ 1.90GHz,2,"1,853","1,119",NA,Unknown,Laptop
Intel Core i3-4120U @ 2.00GHz,2,"1,948","1,177",15,FCBGA1168,Laptop
Intel Core i3-4130 @ 3.40GHz,2,"3,290","1,890",54,LGA1150,Desktop
Intel Core i3-4130T @ 2.90GHz,2,"2,874","1,633",35,LGA1150,Desktop
Intel Core i3-4150 @ 3.50GHz,2,"3,355","1,931",54,FCLGA1150,Desktop
Intel Core i3-4150T @ 3.00GHz,2,"2,867","1,597",35,FCLGA1150,Desktop
Intel Core i3-4158U @ 2.00GHz,2,"1,718","1,005",28,FCBGA1168,Laptop
Intel Core i3-4160 @ 3.60GHz,2,"3,489","2,013",54,FCLGA1150,Desktop
Intel Core i3-4160T @ 3.10GHz,2,"3,140","1,770",35,LGA1150,Desktop
Intel Core i3-4170 @ 3.70GHz,2,"3,565","2,066",54,LGA1150,Desktop
Intel Core i3-4170T @ 3.20GHz,2,"3,162","1,813",35,LGA1150,Desktop
Intel Core i3-4330 @ 3.50GHz,2,"3,537","1,980",54,LGA1150,Desktop
Intel Core i3-4330T @ 3.00GHz,2,"3,098","1,717",35,LGA1150,Desktop
Intel Core i3-4330TE @ 2.40GHz,2,"2,255","1,397",35,LGA1150,Desktop
Intel Core i3-4340 @ 3.60GHz,2,"3,506","2,027",54,LGA1150,Desktop
Intel Core i3-4350 @ 3.60GHz,2,"3,459","1,902",54,LGA1150,Desktop
Intel Core i3-4350T @ 3.10GHz,2,"2,888","1,656",35,LGA1150,Laptop
Intel Core i3-4360 @ 3.70GHz,2,"3,688","2,067",54,FCLGA1150,Desktop
Intel Core i3-4360T @ 3.20GHz,2,"3,164","1,852",35,LGA1150,Desktop
Intel Core i3-4370 @ 3.80GHz,2,"3,799","2,120",54,LGA1150,Desktop
Intel Core i3-4370T @ 3.30GHz,2,"3,343","1,911",35,FCLGA1150,Desktop
Intel Core i3-4570T @ 2.90GHz,2,"3,244","1,693",35,FCLGA1150,Desktop
Intel Core i3-5005U @ 2.00GHz,2,"2,021","1,152",15,FCBGA1168,Laptop
Intel Core i3-5010U @ 2.10GHz,2,"2,167","1,238",15,FCBGA1168,Laptop
Intel Core i3-5015U @ 2.10GHz,2,"1,929","1,084",15,FCBGA1168,Laptop
Intel Core i3-5020U @ 2.20GHz,2,"2,226","1,279",15,FCBGA1168,Laptop
Intel Core i3-5157U @ 2.50GHz,2,"2,588","1,325",28,FCBGA1168,Laptop
Intel Core i3-530 @ 2.93GHz,2,"1,447","1,175",73,LGA1156,Desktop
Intel Core i3-540 @ 3.07GHz,2,"1,515","1,264",73,LGA1156,Desktop
Intel Core i3-550 @ 3.20GHz,2,"1,588","1,341",73,LGA1156,Desktop
Intel Core i3-560 @ 3.33GHz,2,"1,696","1,379",73,LGA1156,Desktop
Intel Core i3-6006U @ 2.00GHz,2,"2,274","1,165",15,FCBGA1356,Laptop
Intel Core i3-6098P @ 3.60GHz,2,"4,170","2,161",54,LGA 1151,Desktop
Intel Core i3-6100 @ 3.70GHz,2,"4,180","2,223",51,LGA 1151,Desktop
Intel Core i3-6100E @ 2.70GHz,2,"3,315","1,688",35,LGA 1151,Laptop
Intel Core i3-6100H @ 2.70GHz,2,"3,041","1,543",35,LGA 1151,Laptop
Intel Core i3-6100T @ 3.20GHz,2,"3,627","1,891",35,LGA 1151,Desktop
Intel Core i3-6100TE @ 2.70GHz,2,"3,085","1,615",35,LGA 1151,Desktop
Intel Core i3-6100U @ 2.30GHz,2,"2,640","1,346",15,FCBGA1356,Laptop
Intel Core i3-6102E @ 1.90GHz,2,"2,349","1,068",25,FCBGA1440,Laptop
Intel Core i3-6157U @ 2.40GHz,2,"2,789","1,442",28,BGA1356,Laptop
Intel Core i3-6300 @ 3.80GHz,2,"4,386","2,295",51,LGA 1151,Desktop
Intel Core i3-6300T @ 3.30GHz,2,"4,040","2,055",35,LGA 1151,Desktop
Intel Core i3-6320 @ 3.90GHz,2,"4,372","2,343",51,LGA 1151,Desktop
Intel Core i3-7020U @ 2.30GHz,2,"2,562","1,324",15,FCBGA1356,Laptop
Intel Core i3-7100 @ 3.90GHz,2,"4,337","2,337",51,FCLGA1151,Desktop
Intel Core i3-7100H @ 3.00GHz,2,"3,430","1,668",35,FCBGA1440,Laptop
Intel Core i3-7100T @ 3.40GHz,2,"3,787","2,007",35,FCLGA1151,Desktop
Intel Core i3-7100U @ 2.40GHz,2,"2,719","1,391",15,FCBGA1356,Laptop
Intel Core i3-7101TE @ 3.40GHz,2,"3,911","1,997",35,FCLGA1151,Desktop
Intel Core i3-7102E @ 2.10GHz,2,"2,521","1,292",25,FCBGA1440,Laptop
Intel Core i3-7130U @ 2.70GHz,2,"2,981","1,582",15,FCBGA1356,Laptop
Intel Core i3-7167U @ 2.80GHz,2,"3,280","1,635",28,Unknown,Laptop
Intel Core i3-7300 @ 4.00GHz,2,"4,703","2,423",51,FCLGA1151,Desktop
Intel Core i3-7300T @ 3.50GHz,2,"4,159","2,128",35,FCLGA1151,Desktop
Intel Core i3-7320 @ 4.10GHz,2,"4,852","2,492",51,FCLGA1151,Desktop
Intel Core i3-7350K @ 4.20GHz,2,"4,819","2,493",60,FCLGA1151,Desktop
Intel Core i3-8100 @ 3.60GHz,4,"6,171","2,242",65,FCLGA1151-2,Desktop
Intel Core i3-8100B @ 3.60GHz,4,"6,081","2,363",65,FCBGA1440,Laptop
Intel Core i3-8100T @ 3.10GHz,4,"5,285","1,923",35,FCLGA1151-2,Desktop
Intel Core i3-8109U @ 3.00GHz,2,"4,301","2,133",28,FCBGA1528,Laptop
Intel Core i3-8121U @ 2.20GHz,2,"4,376","1,927",15,Unknown,Laptop
Intel Core i3-8130U @ 2.20GHz,2,"3,647","1,942",15,FCBGA1356,Laptop
