Videocard Name,G3D Mark -,G2D Mark -,TDP (W) -,Category
Rage Fury Pro/Xpert 2000 Pro,3,53,NA,Unknown
Red Hat QXL controller,32,270,NA,Unknown
RGH Drivers v3,11,312,NA,Unknown
RIVA TNT2 Model 64/Model 64 Pro,4,107,NA,Unknown
RIVA TNT2/TNT2 Pro,3,71,NA,Unknown
RTX A2000,"13,048",897,NA,Unknown
RTX A2000 12GB,"12,879","1,102",NA,Unknown
RTX A2000 Laptop GPU,"10,142",446,95,"Mobile, Workstation"
RTX A3000 12GB Laptop GPU,"9,975",459,NA,Unknown
RTX A3000 Laptop GPU,"13,105",487,130,"Mobile, Workstation"
RTX A4000,"19,154",924,140,Workstation
RTX A4000 Laptop GPU,"16,493",556,140,"Mobile, Workstation"
RTX A4500,"21,546",892,NA,Unknown
RTX A5000,"22,901",979,230,Workstation
RTX A5000 Laptop GPU,"16,171",645,165,"Mobile, Workstation"
RTX A6000,"22,066",829,300,Workstation
RV530 PRO,119,386,NA,Unknown
Ryzen 3 4300G with Radeon Graphics,"1,903",650,NA,Unknown
Ryzen 3 4300GE with Radeon Graphics,"2,402",687,NA,Unknown
Ryzen 3 4300U with Radeon Graphics,"1,348",493,NA,Unknown
Ryzen 3 5300G with Radeon Graphics,"2,223",805,NA,Unknown
Ryzen 3 5300GE with Radeon Graphics,"2,386",840,NA,Unknown
Ryzen 3 5300U with Radeon Graphics,"1,626",557,NA,Unknown
Ryzen 3 5400U with Radeon Graphics,"1,734",668,NA,Unknown
Ryzen 3 PRO 4200G with Radeon Graphics,"1,799",705,NA,Unknown
Ryzen 3 PRO 4200GE with Radeon Graphics,"1,784",587,NA,Unknown
Ryzen 3 PRO 4300U with Radeon Graphics,"1,543",539,NA,Unknown
Ryzen 3 Pro 4350G with Radeon Graphics,"2,190",663,NA,Unknown
Ryzen 3 PRO 4350GE with Radeon Graphics,"2,181",694,NA,Unknown
Ryzen 3 PRO 4450U with Radeon Graphics,"1,538",562,NA,Unknown
Ryzen 3 PRO 5350G with Radeon Graphics,"2,341",830,NA,Unknown
Ryzen 3 PRO 5350GE with Radeon Graphics,"2,341",821,NA,Unknown
Ryzen 3 PRO 5450U with Radeon Graphics,"1,556",644,NA,Unknown
Ryzen 5 2500U with Radeon Vega,"1,503",388,NA,Unknown
Ryzen 5 4500U with Radeon Graphics,"1,813",538,NA,Unknown
Ryzen 5 4600G with Radeon Graphics,"2,062",679,NA,Unknown
Ryzen 5 4600H with Radeon Graphics,"1,939",573,NA,Unknown
Ryzen 5 4600U with Radeon Graphics,"1,951",577,NA,Unknown
Ryzen 5 5500U with Radeon Graphics,"2,001",563,NA,Unknown
Ryzen 5 5600G with Radeon Graphics,"2,595",822,NA,Unknown
Ryzen 5 5600GE with Radeon Graphics,"2,602",886,NA,Unknown
Ryzen 5 5600H with Radeon Graphics,"2,387",730,NA,Unknown
Ryzen 5 5600U with Radeon Graphics,"2,160",673,NA,Unknown
Ryzen 5 PRO 4400G with Radeon Graphics,"2,306",599,NA,Unknown
Ryzen 5 PRO 4400GE with Radeon Graphics,"1,442",563,NA,Unknown
Ryzen 5 PRO 4500U with Radeon Graphics,"2,008",564,NA,Unknown
Ryzen 5 Pro 4650G with Radeon Graphics,"2,395",675,NA,Unknown
Ryzen 5 PRO 4650GE with Radeon Graphics,"1,977",649,NA,Unknown
Ryzen 5 PRO 4650U with Radeon Graphics,"1,696",526,NA,Unknown
Ryzen 5 PRO 5650G with Radeon Graphics,"2,513",873,NA,Unknown
Ryzen 5 PRO 5650GE with Radeon Graphics,"2,506",865,NA,Unknown
Ryzen 5 PRO 5650U with Radeon Graphics,"2,184",738,NA,Unknown
Ryzen 7 2700U with Radeon Vega,"1,617",442,NA,Unknown
Ryzen 7 4700G with Radeon Graphics,"2,187",671,NA,Unknown
Ryzen 7 4700GE with Radeon Graphics,"2,496",761,NA,Unknown
Ryzen 7 4700U with Radeon Graphics,"2,033",553,NA,Unknown
Ryzen 7 4800H with Radeon Graphics,"2,113",585,NA,Unknown
Ryzen 7 4800HS with Radeon Graphics,"6,999",355,NA,Unknown
Ryzen 7 4800U with Radeon Graphics,"2,344",570,NA,Unknown
Ryzen 7 5700G with Radeon Graphics,"2,709",846,NA,Unknown
Ryzen 7 5700GE with Radeon Graphics,"2,675",894,NA,Unknown
Ryzen 7 5700U with Radeon Graphics,"2,289",601,NA,Unknown
Ryzen 7 5800H with Radeon Graphics,"2,833",789,NA,Unknown
Ryzen 7 5800HS with Radeon Graphics,"7,391",522,NA,Unknown
Ryzen 7 5800U with Radeon Graphics,"2,467",729,NA,Unknown
Ryzen 7 Extreme Edition,"2,158",559,NA,Unknown
Ryzen 7 PRO 4700G with Radeon Graphics,"2,880",712,NA,Unknown
Ryzen 7 Pro 4750G with Radeon Graphics,"2,682",702,NA,Unknown
Ryzen 7 PRO 4750GE with Radeon Graphics,"2,550",683,NA,Unknown
Ryzen 7 PRO 4750U with Radeon Graphics,"2,028",548,NA,Unknown
Ryzen 7 PRO 5750G with Radeon Graphics,"2,591",894,NA,Unknown
Ryzen 7 PRO 5750GE with Radeon Graphics,"2,613",876,NA,Unknown
Ryzen 7 PRO 5850U with Radeon Graphics,"2,440",742,NA,Unknown
Ryzen 9 4900H with Radeon Graphics,"2,714",691,NA,Unknown
Ryzen 9 5900HS with Radeon Graphics,"5,049",576,NA,Unknown
Ryzen 9 5900HX with Radeon Graphics,"2,968",799,NA,Unknown
Ryzen 9 5980HS with Radeon Graphics,"2,534",830,NA,Unknown
S3 5400EW,145,10,NA,Unknown
S3 Chrome 430 ULP,40,310,NA,Unknown
S3 Chrome S25 DDR2,18,252,NA,Unknown
S3 Inc. Savage4,3,21,NA,Unknown
S3 ProSavageDDR,1,41,NA,Unknown
S3 SuperSavage/IXC 1014,2,147,NA,Unknown
SAPPHIRE RADEON 9000 ATLANTIS PRO,5,158,NA,Unknown
SAPPHIRE RADEON 9600 ATLANTIS,47,149,NA,Unknown
SAPPHIRE Radeon X1550,61,285,NA,Unknown
Sapphire RADEON X800 GT,113,274,NA,Unknown
Seria Mobility Radeon HD 3400,125,148,NA,Unknown
Seria Radeon HD 7700,"1,604",201,NA,Unknown
SUMO 9640,650,398,NA,Unknown
SUMO 9644,466,386,NA,Unknown
SUMO 964A,498,403,NA,Unknown
T1000,"7,833",833,NA,Unknown
T1000 8GB,"7,370",846,NA,Unknown
T1200 Laptop GPU,"7,899",370,NA,Unknown
T400,"3,645",572,NA,Unknown
T400 4GB,"3,848",789,NA,Unknown
T500,"3,602",294,NA,Unknown
T550 Laptop GPU,"4,894",364,NA,Unknown
T600,"6,511",729,NA,Unknown
T600 Laptop GPU,"6,725",334,NA,Unknown
TENSOR 1.0 Driver Intel HD 630,"1,300",873,NA,Unknown
Tesla C2050,"3,515",493,NA,Unknown
Tesla C2050 / C2070,"3,428",568,238,Workstation
Tesla C2070,"3,101",494,247,Workstation
Tesla C2075,"3,118",589,NA,Unknown
Tesla K20m,"5,675",377,NA,Unknown
Tesla K20Xm,"5,428",329,NA,Unknown
Tesla K40m,705,21,NA,Unknown
Tesla M10,"3,490",522,NA,Unknown
Tesla M2070-Q,"1,306",444,NA,Unknown
Tesla M40,"10,117",364,NA,Unknown
Tesla M40 24GB,"11,658",372,NA,Unknown
Tesla M6,"7,509",441,NA,Unknown
Tesla M60,"7,771",563,NA,Unknown
Tesla P100-PCIE-16GB,"7,225",572,NA,Unknown
Tesla T10,"13,264",624,NA,Unknown
Tesla T4,"11,113",567,NA,Unknown
Tesla V100-SXM2-16GB,"16,235",406,NA,Unknown
TITAN RTX,"20,169",844,280,Workstation
TITAN V,"18,816",845,250,Desktop
TITAN V CEO Edition,"16,988","1,086",250,Desktop
TITAN Xp,"19,508",992,NA,Unknown
TITAN Xp COLLECTORS EDITION,"18,721",924,250,Desktop
TRINITY DEVASTATOR MOBILE,699,335,NA,Unknown
TRINITY SCRAPPER MOBILE,498,280,NA,Unknown
V9560XT V62.11,6,86,NA,Unknown
Vanta/Vanta LT,3,91,NA,Unknown
VIA Chrome9 HC IGP,4,167,NA,Unknown
VIA Chrome9 HC IGP Family,4,178,NA,Unknown
VIA Chrome9 HC IGP Family WDDM,4,165,NA,Unknown
VIA Chrome9 HC IGP Prerelease WDDM 1.1,2,100,NA,Unknown
VIA Chrome9 HC IGP WDDM,3,144,NA,Unknown
VIA Chrome9 HC IGP WDDM 1.1,3,147,NA,Unknown
VIA Chrome9 HC3 IGP,3,157,NA,Unknown
VIA Chrome9 HCM IGP,2,94,NA,Unknown
VIA Chrome9 HD IGP,9,59,NA,Unknown
VIA/S3G C-645/640 GPU,163,122,NA,Unknown
VIA/S3G Chrome 645/640 GPU,110,161,NA,Unknown
VIA/S3G DeltaChrome IGP,3,125,NA,Unknown
VIA/S3G KM400/KN400,4,124,NA,Unknown
VIA/S3G UniChrome IGP,4,164,NA,Unknown
VIA/S3G UniChrome Pro IGP,5,164,NA,Unknown
VIA/S3G UniChromeII,6,225,NA,Unknown
VisionTek Radeon 7000,2,117,NA,Unknown
WinFast A250 LE,5,197,NA,Unknown
WinFast GT 610,212,558,NA,Unknown
Xabre,5,28,NA,Unknown
XFX Radeon HD 4650 AGP,110,138,NA,Unknown
XGI Volari Family v1.13.23.D_V,5,34,NA,Unknown
ZX Chrome 645/640 GPU,147,220,NA,Unknown
zxcvIntel HD 620,944,208,NA,Unknown
